dish1,dish2,count
iced green tea - mojito,spinach sumac pide,1
iced green tea - mojito,salted crisper fries,1
iced green tea - mojito,masala paneer pide,1
iced green tea - mojito,og cheese pide,1
iced green tea - mojito,salted fries,1
iced green tea - mojito,peri peri fries,1
mutton seekh pide,raw masala lemon shikanji,1
mutton seekh pide,peanut butter chocolate pide,1
mutton seekh pide,peri peri grilled chicken pizza,1
iced green tea - mojito,murgh amritsari seekh pide,1
mushroom mozzarella melt,raw masala lemon shikanji,1
spinach sumac pide,tipsy tiger fresh lime soda,1
just pepperoni pide,mushroom pizza,1
just pepperoni pide,masala potato pide,1
just pepperoni pide,pepperoni garlic bread,1
just pepperoni pide,tipsy tiger fresh lime soda,1
just pepperoni pide,peri peri paneer melt,1
angara paneer melt,mutton seekh pide,1
iced green tea - mojito,indian masala cripser fries,1
iced green tea - mojito,jamaican chicken melt,1
bacon pepperoni melt,bellpepper onion pizza,1
bacon pepperoni melt,harisa mayo,1
bacon pepperoni melt,desi pepperoni pizza,1
bacon pepperoni melt,salted fries,1
bacon pepperoni melt,mushroom pizza,1
bacon pepperoni melt,loaded pork pepperoni pizza,1
bacon pepperoni melt,masala potato pide,1
bacon pepperoni melt,indian salsa,1
bacon pepperoni melt,peri peri fries,1
bacon pepperoni melt,indian pico de-gallo,1
bacon pepperoni melt,tipsy tiger ginger ale,1
iced green tea - mojito,murgh amritsari seekh melt,1
bacon pepperoni melt,tipsy tiger fresh lime soda,1
bacon pepperoni melt,peri peri paneer melt,1
iced green tea - mojito,pepperoni garlic bread,1
iced green tea - mojito,kabuli grilled paneer (8 pcs),1
iced green tea - mojito,peri peri boneless grilled chicken breast,1
iced green tea - mojito,peri peri dip,1
iced green tea - mojito,indian salsa,1
iced green tea - mojito,malai gud pide,1
aac grilled chicken burger,grilled chicken angara tenders + salted fries,1
aac grilled chicken burger,herbed potato,1
angara paneer melt,cafreal sauce,1
crushed papad,indian salsa,1
mayonnaise,murgh amritsari seekh pizza,1
mayonnaise,peri peri crisper fries,1
mayonnaise,murgh amritsari seekh pide,1
mayonnaise,onion bombs,1
mayonnaise,pepperoni garlic bread,1
crushed papad,salted fries,1
crushed papad,mayonnaise,1
crushed papad,harissa mayo,1
crushed papad,just pepperoni pizza,1
mayonnaise,onion rings,1
crushed papad,grilled chicken tangdi,1
crushed papad,indian pico de-gallo,1
crushed papad,murgh amritsari garlic bread,1
crushed papad,tripple cheese pizza,1
crushed papad,harisa mayo,1
crushed papad,masala potato pide,1
crushed papad,peri peri grilled chicken pizza,1
crushed papad,pepperoni garlic bread,1
mayonnaise,smoky bbq sauce,1
mayonnaise,salted crisper fries,1
indian masala cripser fries,mutton seekh pizza,1
aac grilled paneer burger,aac signature fries,1
aac grilled paneer burger,tipsy tiger fresh lime soda,1
aac grilled paneer burger,raw masala lemon shikanji,1
aac grilled paneer burger,fried chicken peri peri tenders + peri peri fries,1
aac grilled paneer burger,onion bombs,1
aac grilled paneer burger,angara aloo tuk tuki,1
aac grilled paneer burger,grilled chicken jamaican tender,1
aac grilled paneer burger,grilled chicken angara tender,1
aac grilled paneer burger,grilled chicken angara tangdi,1
aac grilled paneer burger,peri peri fries,1
mayonnaise,mutton smashed double burger,1
brocolli onion pizza,chilli cheese garlic bread,1
brocolli onion pizza,cheesy garlic bread,1
brocolli onion pizza,mushroom mozzarella melt,1
brocolli onion pizza,masala potato pide,1
brocolli onion pizza,crushed papad,1
brocolli onion pizza,jamaican chicken melt,1
mayonnaise,peanut butter chocolate pide,1
mayonnaise,tenderloin smashed burger,1
indian masala cripser fries,peri peri chicken melt,1
indian masala cripser fries,loaded korean grilled chicken pizza,1
aac grilled chicken burger,grilled chicken smoky bbq boneless breast,1
indian honey mustard sauce,peri peri sauce,1
aac signature crisper fries,indian pico de-gallo,1
aac signature crisper fries,grilled chicken angara tenders + salted fries,1
aac signature crisper fries,angara sauce,1
aac signature crisper fries,jamaican sauce,1
aac signature crisper fries,fried chicken kabuli tender,1
aac signature crisper fries,grilled chicken angara tender,1
salted crisper fries,salted fries ,1
indian honey mustard sauce,onion bombs,1
aac grilled chicken burger,grilled chicken ghostbuster tangdi,1
aac signature crisper fries,indian honey mustard sauce,1
aac grilled chicken burger,red rice,1
aac grilled chicken burger,cafreal dip,1
aac grilled chicken burger,dynamite sauce,1
aac grilled chicken burger,harissa mayo,1
aac grilled chicken burger,honey mustard sauce,1
aac grilled chicken burger,grilled chicken afghani boneless breast,1
aac grilled chicken burger,grilled chicken jamaican boneless breast,1
aac grilled chicken burger,mayonnaise,1
aac signature crisper fries,onion rings,1
aac signature crisper fries,animal fries,1
indian masala cripser fries,tipsy tiger fresh lime soda,1
aac signature crisper fries,grilled chicken smoky bbq boneless breast,1
indian masala cripser fries,spinach sumac pide,1
indian masala cripser fries,tipsy tiger ginger ale,1
masala omelette pide,murgh amritsari seekh pizza,1
masala omelette pide,peri peri paneer pizza,1
masala omelette pide,spinach sumac pide,1
masala omelette pide,masala potato pide,1
masala omelette pide,og cheese pide,1
aac signature crisper fries,grilled chicken afghani boneless breast,1
aac signature crisper fries,dynamite sauce,1
aac signature crisper fries,angara rice,1
aac signature crisper fries,harissa mayo,1
aac signature crisper fries,ghostbuster sauce,1
aac signature crisper fries,smoky bbq sauce,1
aac signature crisper fries,grilled chicken angara boneless breast,1
aac signature crisper fries,iced green tea - mojito,1
aac signature crisper fries,tipsy tiger fresh lime soda,1
aac signature crisper fries,fried chicken classic tender,1
aac signature crisper fries,angara grilled paneer (8 pcs),1
angara paneer melt,loaded pork pepperoni pizza,1
angara paneer melt,iced green tea - peach,1
bone in jamaican grilled chicken quarter + angara rice,grilled chicken angara tender,1
all about chicken pizza,mayonnaise,1
bageecha pizza,combo for 1 - veg,1
bageecha pizza,loaded jamaican grilled chicken pizza,1
bageecha pizza,loaded chicken pepperoni pizza,1
bageecha pizza,chilli cheese garlic bread ,1
bageecha pizza,mayonnaise,1
all about chicken pizza,combo for 1 - non veg,1
all about chicken pizza,loaded jamaican grilled chicken pizza,1
all about chicken pizza,loaded chicken pepperoni pizza,1
herbed potato,loaded jamaican grilled chicken pizza,1
indian masala fries,mutton seekh pizza,1
herbed potato,loaded pork pepperoni pizza,1
chilli cheese garlic bread,loaded korean grilled chicken pizza,1
chilli cheese garlic bread,loaded chicken pepperoni pizza,1
kabuli grilled paneer (8 pcs),peri peri fries,1
kabuli grilled paneer (8 pcs),raw masala lemon shikanji,1
kabuli grilled paneer (8 pcs),onion bombs,1
kabuli grilled paneer (8 pcs),peri peri fries ,1
kabuli grilled paneer (8 pcs),salted fries,1
indian masala fries,mushroom mozzarella melt,1
indian masala fries,mayonnaise,1
harisa mayo,malai gud pide,1
masala paneer pide,raw masala lemon shikanji,1
fried chicken strips,iced green tea - peach,1
fried chicken strips,mushroom mozzarella melt,1
fried chicken strips,mayonnaise,1
fried chicken strips,signature smashed tenderloin burger,1
fried chicken strips,iced green tea - mojito,1
fried chicken strips,og cheese pide,1
makhani paneer pizza,pepperoni garlic bread,1
makhani paneer pizza,peri peri chicken melt,1
masala paneer pide,mayonnaise,1
indian masala fries,tipsy tiger ginger ale,1
masala paneer pide,tipsy tiger ginger ale,1
masala paneer pide,pepperoni garlic bread,1
murgh amritsari seekh melt,mushroom pizza,1
jamaican chicken melt,raw masala lemon shikanji,1
jamaican chicken melt,masala potato pide,1
mushroom pizza,salted fries,1
mushroom pizza,mutton seekh pizza,1
indian masala fries,loaded korean grilled chicken pizza,1
harisa mayo,indian masala cripser fries,1
harisa mayo,peanut butter chocolate pide,1
cheesy garlic bread,loaded jamaican grilled chicken pizza,1
bone in jamaican grilled chicken quarter + angara rice,peri peri crisper fries,1
ghostbuster sauce,peri peri crisper fries,1
ghostbuster sauce,tipsy tiger ginger ale,1
ghostbuster sauce,tipsy tiger fresh lime soda,1
ghostbuster sauce,indian honey mustard sauce,1
ghostbuster sauce,harisa mayo,1
grilled chicken tangdi jamaican + salted krispers,tipsy tiger fresh lime soda,1
grilled chicken tangdi jamaican + salted krispers,salted fries,1
bone in jamaican grilled chicken quarter + angara rice,iced green tea - mojito,1
bone in jamaican grilled chicken quarter + angara rice,coleslaw,1
ghostbuster sauce,grilled chicken jamaican tender ,1
bone in jamaican grilled chicken quarter + angara rice,fried chicken peri peri tender,1
bone in jamaican grilled chicken quarter + angara rice,garlic aioli,1
bone in jamaican grilled chicken quarter + angara rice,fried chicken classic tender,1
bone in jamaican grilled chicken quarter + angara rice,fried chicken ghostbuster tender,1
bone in jamaican grilled chicken quarter + angara rice,fried chicken classic tender ,1
bone in jamaican grilled chicken quarter + angara rice,salted crisper fries,1
bone in jamaican grilled chicken quarter + angara rice,grilled chicken peri peri tangdi,1
bone in jamaican grilled chicken quarter + angara rice,grilled chicken jamaican tangdi,1
ghostbuster sauce,grilled chicken smoky bbq tender,1
ghostbuster sauce,india dynamite sauce,1
harisa mayo,tipsy tiger fresh lime soda,1
harisa mayo,mutton seekh pizza,1
harisa mayo,murgh amritsari seekh pide,1
harisa mayo,mutton seekh pide,1
harisa mayo,pepperoni garlic bread,1
harisa mayo,murgh amritsari garlic bread,1
harisa mayo,indian honey mustard sauce,1
harisa mayo,india dynamite sauce,1
harisa mayo,indian masala fries,1
harisa mayo,jamaican sauce,1
harisa mayo,peri peri chicken melt,1
ghostbuster sauce,honey mustard sauce,1
grilled chicken angara tangdi,herbed potato,1
grilled chicken angara tangdi,raw masala lemon shikanji,1
grilled chicken angara tangdi,kabuli grilled paneer (8 pcs),1
grilled chicken angara tangdi,tipsy tiger ginger ale,1
grilled chicken angara tangdi,grilled chicken smoky bbq tender,1
ghostbuster sauce,grilled chicken angara tender,1
ghostbuster sauce,indian salsa,1
ghostbuster sauce,salted crisper fries,1
cheesy garlic bread,masala omelette pide,1
cheesy garlic bread,iced green tea - peach,1
angara paneer melt,grilled tangdis,1
grilled tangdis,og cheese pide,1
desi pepperoni pizza,indian masala cripser fries,1
desi pepperoni pizza,onion rings,1
desi pepperoni pizza,peri peri fries,1
desi pepperoni pizza,tipsy tiger fresh lime soda,1
grilled tangdis,spinach sumac pide,1
grilled tangdis,masala paneer pide,1
grilled tangdis,tipsy tiger ginger ale,1
grilled tangdis,iced green tea - peach,1
grilled tangdis,mushroom pizza,1
desi pepperoni pizza,peri peri paneer pizza,1
grilled tangdis,mayonnaise,1
grilled tangdis,jamaican chicken melt ,1
grilled tangdis,just pepperoni pide,1
grilled tangdis,peanut butter chocolate pide,1
peri peri grilled chicken pizza,peri peri paneer melt,1
peri peri grilled chicken pizza,salted fries,1
just pepperoni pizza,loaded korean grilled chicken pizza,1
just pepperoni pizza,masala paneer pide,1
desi pepperoni pizza,garlic aioli,1
desi pepperoni pizza,masala paneer pide,1
just pepperoni pizza,mayonnaise,1
bellpepper onion pizza,harissa mayo,1
angara paneer melt,brocolli onion pizza,1
angara paneer melt,desi pepperoni pizza,1
angara paneer melt,peri peri fries,1
bellpepper onion pizza,fried chicken tenders,1
bellpepper onion pizza,salted fries,1
bellpepper onion pizza,peri peri chicken melt,1
bellpepper onion pizza,desi pepperoni pizza,1
bellpepper onion pizza,malai gud pide,1
bellpepper onion pizza,desi chicken pepperoni pizza,1
desi pepperoni pizza,indian masala fries,1
bellpepper onion pizza,iced green tea - mojito,1
bellpepper onion pizza,murgh amritsari seekh melt,1
bellpepper onion pizza,peanut butter chocolate pide,1
malai gud pide,mutton seekh pizza,1
malai gud pide,pepperoni garlic bread,1
malai gud pide,mayonnaise,1
desi pepperoni pizza,fried chicken tenders,1
desi pepperoni pizza,loaded korean grilled chicken pizza,1
just pepperoni pizza,malai gud pide,1
just pepperoni pizza,masala potato pide,1
cheesy garlic bread,combo for 1 - non veg,1
iced green tea - peach,malai gud pide,1
peri peri paneer melt,salted crisper fries,1
peri peri paneer melt,tipsy tiger ginger ale,1
iced green tea - peach,indian masala fries,1
iced green tea - peach,peri peri chicken melt,1
iced green tea - peach,smoky bbq sauce,1
iced green tea - peach,peri peri grilled chicken pizza,1
iced green tea - peach,peri peri boneless grilled chicken breast,1
iced green tea - peach,peri peri fries,1
iced green tea - peach,indian masala cripser fries,1
murgh amritsari garlic bread,salted crisper fries,1
iced green tea - peach,peri peri paneer melt,1
iced green tea - peach,indian pico de-gallo,1
iced green tea - peach,peri peri paneer pizza,1
iced green tea - peach,spinach sumac pide,1
iced green tea - peach,og cheese pide,1
murgh amritsari seekh pide,peanut butter chocolate pide,1
murgh amritsari seekh pizza,raw masala lemon shikanji,1
murgh amritsari seekh pizza,peri peri paneer melt,1
murgh amritsari garlic bread,tipsy tiger fresh lime soda,1
murgh amritsari garlic bread,raw masala lemon shikanji,1
just pepperoni pizza,murgh amritsari seekh pide,1
og cheese pide,peri peri chicken melt,1
peri peri chicken melt,salted crisper fries,1
masala potato pide,raw masala lemon shikanji,1
masala potato pide,tipsy tiger fresh lime soda,1
masala potato pide,tipsy tiger ginger ale,1
masala potato pide,onion rings,1
masala potato pide,salted fries,1
masala potato pide,mutton seekh pide,1
masala potato pide,peanut butter chocolate pide,1
og cheese pide,tipsy tiger ginger ale,1
chicken pepperoni pizza,desi pepperoni pizza,1
margherita pizza,raw masala lemon shikanji,1
chicken pepperoni pizza,loaded korean grilled chicken pizza,1
chicken pepperoni pizza,loaded jamaican grilled chicken pizza,1
chicken pepperoni pizza,mayonnaise,1
chicken pepperoni pizza,loaded chicken pepperoni pizza,1
chicken pepperoni pizza,peanut butter chocolate pide,1
chicken pepperoni pizza,peri peri paneer melt,1
chicken pepperoni pizza,iced green tea - mojito,1
fried mushroom burger,peri peri fries,1
